,IIR_UNIT_ID,Customer.name,Location.name,Unit.slug,Component.slug,slug,nominal,Component_type,Power_Cust,tubes_inspected,bins_collected,tube_ft_inspected,crits_per10k,Tubes w 10% Loss,Tubes w 20% Loss,Tubes w 30% Loss,Tubes w 40% Loss,Tubes w 50% Loss,Tubes w 60% Loss,Tubes w 70% Loss,Tubes w 80% Loss,Tubes w 90% Loss,Bins w 10% Loss,Bins w 20% Loss,Bins w 30% Loss,Bins w 40% Loss,Bins w 50% Loss,Bins w 60% Loss,Bins w 70% Loss,Bins w 80% Loss,Bins w 90% Loss,PARENTNAME,OWNER_NAME,OPER_NAME,PLANT_NAME,PHYS_CITY,P_COUNTY,UNIT_STATE,P_ST_NAME,P_COUNTRY,MARKET_REG,WORLD_REG,IND_CODE_DESC,SIC_CODE,PLANT_ID,UNIT_NAME,UNIT_ID,UNIT_TYPE,OUT_DESIGN,KO_DATE,STARTUP,STARTYEAR,SHUTDOWN,PRIM_FUEL,SECND_FUEL,FUEL_GROUP,HEAT_RATE,PWR_USAGE,U_STATUS,BOIL_NAME,BOILERTYPE,BMFR_NAME,BOIL_INFO,STEAM,STEAM_UOM,STEAM_TON,PRESSURE,PRES_UOM,PRES_BAR,TEMP,TEMP_UOM,TEMP_CEL,DESIGNFIRM,CONSTFIRM,MMBTU_HR,KO_YEAR,LATITUDE,LONGITUDE,COGEN_CHP,SHUTDOWN_dt,SHUTDOWN_yr
10,1004022.0,NRG,Limestone Electric Generating Station,unit-1-78992a,upper-arch-top-portion-4ac62f,20220110-1e2495,0.22,Other,True,366,9356,2339.0,0,27,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,NRG Energy Incorporated,NRG Texas Power LLC,NRG Texas Power LLC,Limestone Electric Generating Station,Jewett,Leon,TX,Texas,U.S.A.,Southwest,North America,Power,4931.0,1001738.0,Limestone 01,1004022.0,Steam Turbine,838.0,,1-Dec-85,1985.0,,Coal Lignite,Coal Subbituminous,Coal,10077.0,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGD-WS (DCS Bailey Infi-90)(ACIS-2014) (SNCR-2016),5520000.0,lbs/hr,2760.0,2400.0,PSIG,165.0,1000.0,deg F,538.0,Ebasco,H.B. Zachry,,,31.4219,-96.2525,0.0,,
11,1004022.0,NRG,Limestone Electric Generating Station,unit-1-78992a,upper-arch-top-portion-4ac62f,20220110-1e2495,0.22,Other,True,366,9356,2339.0,0,27,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,NRG Energy Incorporated,NRG Texas Power LLC,NRG Texas Power LLC,Limestone Electric Generating Station,Jewett,Leon,TX,Texas,U.S.A.,Southwest,North America,Power,4931.0,1001738.0,Limestone 01,1004022.0,Steam Turbine,838.0,,1-Dec-85,1985.0,,Coal Lignite,Coal Subbituminous,Coal,10077.0,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGD-WS (DCS Bailey Infi-90)(ACIS-2014) (SNCR-2016),5520000.0,lbs/hr,2760.0,2400.0,PSIG,165.0,1000.0,deg F,538.0,Ebasco,H.B. Zachry,,,31.4219,-96.2525,0.0,,
12,1004022.0,NRG,Limestone Electric Generating Station,unit-1-78992a,lower-slopes-de3915,20220103-955c1a,0.22,Slopes,True,494,148238,37059.5,1,460,444,248,11,0,0,0,0,0,47451,13055,902,13,0,0,0,0,0,NRG Energy Incorporated,NRG Texas Power LLC,NRG Texas Power LLC,Limestone Electric Generating Station,Jewett,Leon,TX,Texas,U.S.A.,Southwest,North America,Power,4931.0,1001738.0,Limestone 01,1004022.0,Steam Turbine,838.0,,1-Dec-85,1985.0,,Coal Lignite,Coal Subbituminous,Coal,10077.0,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGD-WS (DCS Bailey Infi-90)(ACIS-2014) (SNCR-2016),5520000.0,lbs/hr,2760.0,2400.0,PSIG,165.0,1000.0,deg F,538.0,Ebasco,H.B. Zachry,,,31.4219,-96.2525,0.0,,
13,1004022.0,NRG,Limestone Electric Generating Station,unit-1-78992a,lower-slopes-de3915,20220103-955c1a,0.22,Slopes,True,494,148238,37059.5,1,460,444,248,11,0,0,0,0,0,47451,13055,902,13,0,0,0,0,0,NRG Energy Incorporated,NRG Texas Power LLC,NRG Texas Power LLC,Limestone Electric Generating Station,Jewett,Leon,TX,Texas,U.S.A.,Southwest,North America,Power,4931.0,1001738.0,Limestone 01,1004022.0,Steam Turbine,838.0,,1-Dec-85,1985.0,,Coal Lignite,Coal Subbituminous,Coal,10077.0,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGD-WS (DCS Bailey Infi-90)(ACIS-2014) (SNCR-2016),5520000.0,lbs/hr,2760.0,2400.0,PSIG,165.0,1000.0,deg F,538.0,Ebasco,H.B. Zachry,,,31.4219,-96.2525,0.0,,
14,1004022.0,NRG,Limestone Electric Generating Station,unit-1-78992a,slopes-8a25e4,20220103-9bb72f,0.22,Slopes,True,412,11212,2803.0,0,9,4,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,NRG Energy Incorporated,NRG Texas Power LLC,NRG Texas Power LLC,Limestone Electric Generating Station,Jewett,Leon,TX,Texas,U.S.A.,Southwest,North America,Power,4931.0,1001738.0,Limestone 01,1004022.0,Steam Turbine,838.0,,1-Dec-85,1985.0,,Coal Lignite,Coal Subbituminous,Coal,10077.0,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGD-WS (DCS Bailey Infi-90)(ACIS-2014) (SNCR-2016),5520000.0,lbs/hr,2760.0,2400.0,PSIG,165.0,1000.0,deg F,538.0,Ebasco,H.B. Zachry,,,31.4219,-96.2525,0.0,,
15,1004022.0,NRG,Limestone Electric Generating Station,unit-1-78992a,slopes-8a25e4,20220103-9bb72f,0.22,Slopes,True,412,11212,2803.0,0,9,4,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,NRG Energy Incorporated,NRG Texas Power LLC,NRG Texas Power LLC,Limestone Electric Generating Station,Jewett,Leon,TX,Texas,U.S.A.,Southwest,North America,Power,4931.0,1001738.0,Limestone 01,1004022.0,Steam Turbine,838.0,,1-Dec-85,1985.0,,Coal Lignite,Coal Subbituminous,Coal,10077.0,Base Load,Operational,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS FGD-WS (DCS Bailey Infi-90)(ACIS-2014) (SNCR-2016),5520000.0,lbs/hr,2760.0,2400.0,PSIG,165.0,1000.0,deg F,538.0,Ebasco,H.B. Zachry,,,31.4219,-96.2525,0.0,,
16,1004326.0,AEP,AEP - Welsh Power Station,unit-3-576a42,waterwalls-3fdeb0,20221004-103507,0.25,Walls,True,201,37679,9419.75,3,172,94,59,6,0,0,0,0,0,8309,2870,447,13,0,0,0,0,0,American Electric Power Company Incorporated,Southwestern Electric Power Company,Southwestern Electric Power Company,Welsh Power Station,Pittsburg,Titus,TX,Texas,U.S.A.,Southwest,North America,Power,4911.0,1014966.0,Welsh 03,1004326.0,Steam Turbine,558.0,,1-Mar-82,1982.0,31-Dec-28,Coal Subbituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9962.0,Base Load,Operational,Boiler 03,Dry Bottom Boiler,Babcock & Wilcox,PC Opposed-Fired (B&W Bag and FGD-WS 2014) (LSMIDTH ACI-4/2016),3793000.0,lbs/hr,1896.5,2400.0,PSIG,165.0,1000.0,deg F,538.0,Bechtel Corporation,,,,33.05522,-94.839993,0.0,2028-12-31,2028.0
17,1004332.0,Ravenswood Generating Station,Ravenswood Generating Station,boiler-unit-20-a9c88c,lower-slopes-a5fb62,20211115-4649e9,0.165,Slopes,False,305,5199,1299.75,1002,305,303,299,259,95,2,0,0,0,2781,1475,892,521,119,2,0,0,0,LS Power Group,LS Power Group,IHI Power Services Corporation,Ravenswood Generating Station,Long Island City,Queens,NY,New York,U.S.A.,Northeast,North America,Power,4931.0,1516826.0,Ravenswood 20 ST,1004332.0,Steam Turbine,400.0,,1-May-63,1963.0,,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,10507.0,Intermediate Load,Operational,Boiler 20,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangentially-Fired LNB (CCOFA 2001) BFAB,2500000.0,lbs/hr,1250.0,2400.0,PSIG,165.0,1050.0,deg F,566.0,,,4171.0,,40.75972,-73.94556,0.0,,
18,1004332.0,Ravenswood Generating Station,Ravenswood Generating Station,boiler-unit-20-a9c88c,floor-cb74c8,20211115-67ad16,0.165,Other,False,31,177,44.25,226,30,24,16,3,0,0,0,0,0,132,82,32,4,0,0,0,0,0,LS Power Group,LS Power Group,IHI Power Services Corporation,Ravenswood Generating Station,Long Island City,Queens,NY,New York,U.S.A.,Northeast,North America,Power,4931.0,1516826.0,Ravenswood 20 ST,1004332.0,Steam Turbine,400.0,,1-May-63,1963.0,,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,10507.0,Intermediate Load,Operational,Boiler 20,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangentially-Fired LNB (CCOFA 2001) BFAB,2500000.0,lbs/hr,1250.0,2400.0,PSIG,165.0,1050.0,deg F,566.0,,,4171.0,,40.75972,-73.94556,0.0,,
19,1004383.0,Consolidated Edison Company of New York (Corporate),CONED - East River Generating Station,unit-60-b21b04,waterwalls-ec870c,20211129-8e0bf4,0.4,Walls,False,55,3034,758.5,7,18,11,7,2,1,0,0,0,0,50,21,9,2,1,0,0,0,0,Consolidated Edison Incorporated (ConEd),Consolidated Edison Co of New York Incorporated,Consolidated Edison Co of New York Incorporated,East River Generating Station,New York,New York,NY,New York,U.S.A.,Northeast,North America,Power,4911.0,1014344.0,East River 06,1004383.0,Steam Turbine,156.3,,1-Nov-51,1951.0,,Fuel Oil No. 6 Residual,Natural Gas,Fuel Oil,14069.0,Base Load,Operational,Boiler 06,Watertube Boiler,Babcock & Wilcox,Opposed-Fired BFAB,1300000.0,lbs/hr,650.0,1500.0,PSIG,103.0,1000.0,deg F,538.0,,,1930.0,,40.727222,-73.972222,1.0,,
20,1004383.0,Consolidated Edison Company of New York (Corporate),CONED - East River Generating Station,unit-60-b21b04,west-wall-arch-12238b,20211129-252f67,0.4,Other,False,31,271,67.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consolidated Edison Incorporated (ConEd),Consolidated Edison Co of New York Incorporated,Consolidated Edison Co of New York Incorporated,East River Generating Station,New York,New York,NY,New York,U.S.A.,Northeast,North America,Power,4911.0,1014344.0,East River 06,1004383.0,Steam Turbine,156.3,,1-Nov-51,1951.0,,Fuel Oil No. 6 Residual,Natural Gas,Fuel Oil,14069.0,Base Load,Operational,Boiler 06,Watertube Boiler,Babcock & Wilcox,Opposed-Fired BFAB,1300000.0,lbs/hr,650.0,1500.0,PSIG,103.0,1000.0,deg F,538.0,,,1930.0,,40.727222,-73.972222,1.0,,
21,1004416.0,NRG,Arthur Kill,superheat-unit-823dc9,waterwalls-f12287,20210216-6c6138,0.26,Walls,True,156,26247,6561.75,0,120,18,0,0,0,0,0,0,0,1107,34,0,0,0,0,0,0,0,ArcLight Capital Holdings LLC,Generation Bridge,Generation Bridge,Arthur Kill Power Station,Staten Island,Richmond,NY,New York,U.S.A.,Northeast,North America,Power,4931.0,1016006.0,Arthur Kill 02,1004416.0,Steam Turbine,376.2,,1-Aug-59,1959.0,,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,10715.0,Base Load,Operational,Boiler 20,Dry Bottom Boiler,Babcock & Wilcox,Front-Fired BFAB,2646000.0,lbs/hr,1323.0,2000.0,PSIG,138.0,1050.0,deg F,566.0,,,3717.0,,40.591564,-74.200035,0.0,,
22,1004416.0,NRG,Arthur Kill,superheat-unit-823dc9,lower-slopes-8a3a4a,20210216-93bec7,0.26,Slopes,True,157,5031,1257.75,0,138,2,0,0,0,0,0,0,0,540,2,0,0,0,0,0,0,0,ArcLight Capital Holdings LLC,Generation Bridge,Generation Bridge,Arthur Kill Power Station,Staten Island,Richmond,NY,New York,U.S.A.,Northeast,North America,Power,4931.0,1016006.0,Arthur Kill 02,1004416.0,Steam Turbine,376.2,,1-Aug-59,1959.0,,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,10715.0,Base Load,Operational,Boiler 20,Dry Bottom Boiler,Babcock & Wilcox,Front-Fired BFAB,2646000.0,lbs/hr,1323.0,2000.0,PSIG,138.0,1050.0,deg F,566.0,,,3717.0,,40.591564,-74.200035,0.0,,
23,1004431.0,NRG,Arthur Kill,reheat-unit-bfb08b,waterwalls-2e24e8,20210216-44d443,0.26,Walls,True,155,18696,4674.0,0,99,6,0,0,0,0,0,0,0,653,9,0,0,0,0,0,0,0,ArcLight Capital Holdings LLC,Generation Bridge,Generation Bridge,Arthur Kill Power Station,Staten Island,Richmond,NY,New York,U.S.A.,Northeast,North America,Power,4931.0,1016006.0,Arthur Kill 03,1004431.0,Steam Turbine,535.5,,1-Jun-69,1969.0,,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,10715.0,Peak Load,Operational,Boiler 30,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired BFAB,3580000.0,lbs/hr,1790.0,2400.0,PSIG,165.0,1000.0,deg F,538.0,,,5502.0,,40.591564,-74.200035,0.0,,
24,1004431.0,NRG,Arthur Kill,reheat-unit-bfb08b,lower-slopes-bdcc65,20210216-7d9bfa,0.26,Slopes,True,157,4627,1156.75,4,117,19,6,2,1,1,0,0,0,385,20,6,2,1,1,0,0,0,ArcLight Capital Holdings LLC,Generation Bridge,Generation Bridge,Arthur Kill Power Station,Staten Island,Richmond,NY,New York,U.S.A.,Northeast,North America,Power,4931.0,1016006.0,Arthur Kill 03,1004431.0,Steam Turbine,535.5,,1-Jun-69,1969.0,,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,10715.0,Peak Load,Operational,Boiler 30,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired BFAB,3580000.0,lbs/hr,1790.0,2400.0,PSIG,165.0,1000.0,deg F,538.0,,,5502.0,,40.591564,-74.200035,0.0,,
25,1004452.0,Consolidated Edison Company of New York (Corporate),CONED - 74th Street,unit-122-be59ec,slopes-8cdbcb,20220719-4bad09,0.26,Slopes,False,165,2132,533.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1004452.0,Consolidated Edison Company of New York (Corporate),CONED - 74th Street,unit-122-be59ec,waterwalls-ce240d,20220718-4227c4,0.25,Walls,False,241,7270,1817.5,0,6,1,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1004660.0,Hallador Power Company,Merom Generating Station,unit-1-b4709b,waterwall-left-wall-e8046c,20220523-332ac6,0.28,Other,True,187,9049,2262.25,1608,172,151,123,106,73,24,1,0,0,4539,3257,2443,1455,414,44,1,0,0,Hallador Energy Company,Hallador Energy Company,Consolidated Asset Management Services - CAMS,Merom Generating Station,Sullivan,Sullivan,IN,Indiana,U.S.A.,Great Lakes,North America,Power,4911.0,1012932.0,Merom 01,1004660.0,Steam Turbine,540.0,,1-Sep-83,1983.0,,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9796.0,Base Load,Operational,Boiler 01,Dry Bottom Boiler,Riley Stoker Corporation,PC Opposed-Fired LNB ESP-CS FGD-WS SCR SO3 (ACIS 2015),3900000.0,lbs/hr,1950.0,2630.0,PSIG,181.0,1000.0,deg F,538.0,"United Engineers & Constructors, Inc.","United Engineers & Constructors, Inc.",5088.0,,39.0694,-87.5108,0.0,,
28,1004660.0,Hallador Power Company,Merom Generating Station,unit-1-b4709b,waterwall-right-wall-6da800,20220523-64417d,0.28,Other,True,187,8554,2138.5,1455,170,160,145,127,50,9,0,0,0,4316,3145,2225,1245,171,17,0,0,0,Hallador Energy Company,Hallador Energy Company,Consolidated Asset Management Services - CAMS,Merom Generating Station,Sullivan,Sullivan,IN,Indiana,U.S.A.,Great Lakes,North America,Power,4911.0,1012932.0,Merom 01,1004660.0,Steam Turbine,540.0,,1-Sep-83,1983.0,,Coal Bituminous,Fuel Oil No. 2 Distillate Diesel,Coal,9796.0,Base Load,Operational,Boiler 01,Dry Bottom Boiler,Riley Stoker Corporation,PC Opposed-Fired LNB ESP-CS FGD-WS SCR SO3 (ACIS 2015),3900000.0,lbs/hr,1950.0,2630.0,PSIG,181.0,1000.0,deg F,538.0,"United Engineers & Constructors, Inc.","United Engineers & Constructors, Inc.",5088.0,,39.0694,-87.5108,0.0,,
